generation,member,lr,metric,metric_delta,metric_ema,metric_ema_delta,state,direction_streak,action,reason,action_ready,safety_check,proposed_lr,bounded_lr,applied
86,fixed_lr_14e-6,1.4e-05,0.36762667267475463,-0.0003302655728916748,0.36734233336366756,-0.00028433931108706734,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
87,fixed_lr_3e-6,3e-06,0.3774356423284778,0.0004949575290187913,0.37780517290973864,0.00036953058126082405,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
87,fixed_lr_4p5e-6,4.5e-06,0.36923294901512,0.0008013788089353269,0.36920157983701835,-3.1369178101647854e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
87,fixed_lr_6e-6,6e-06,0.366291795229501,0.0004763416003830123,0.3665826248758657,0.00029082964636462094,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
87,fixed_lr_7p5e-6,7.5e-06,0.366853812342234,0.0014816937460825352,0.36769733708123264,0.000843524738998569,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
87,fixed_lr_9e-6,9e-06,0.3648543876076017,0.0016917582441133838,0.3658104864710034,0.0009560988634016998,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
87,fixed_lr_10p5e-6,1.05e-05,0.36717263897394853,-0.0010526089640867098,0.3665239866633295,-0.0006486523106190578,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
87,fixed_lr_12e-6,1.2e-05,0.36875982293489207,-0.0033550883462353798,0.3674713326843336,-0.0012884902505584939,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
87,fixed_lr_14e-6,1.4e-05,0.367955077533335,-0.0003284048585803778,0.36764870544850126,-0.0003063720848336948,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
88,fixed_lr_3e-6,3e-06,0.3769523760930385,0.0004832662354393169,0.37737877450138857,0.0004263984083500705,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
88,fixed_lr_4p5e-6,4.5e-06,0.3684065158673663,0.0008264331477537135,0.36880404785219234,0.00039753198482600505,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
88,fixed_lr_6e-6,6e-06,0.365751610709433,0.0005401845200679878,0.3661671177926493,0.0004155070832163599,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
88,fixed_lr_7p5e-6,7.5e-06,0.3668491912204578,4.621121776238191e-06,0.3672732641508452,0.0004240729303874313,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
88,fixed_lr_9e-6,9e-06,0.36596922611725075,-0.001114838509649052,0.36588985629412707,-7.936982312367613e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
88,fixed_lr_10p5e-6,1.05e-05,0.3647405540386625,0.0024320849352860163,0.365632270350996,0.0008917163123335348,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
88,fixed_lr_12e-6,1.2e-05,0.368110196433077,0.0006496265018150482,0.3677907645587053,-0.0003194318743717228,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
88,fixed_lr_14e-6,1.4e-05,0.36585193018783996,0.002103147345495049,0.3667503178181706,0.000898387630330677,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
89,fixed_lr_3e-6,3e-06,0.37734688800609306,-0.0003945119130545627,0.3773628312537408,1.59432476477539e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
89,fixed_lr_4p5e-6,4.5e-06,0.3700908402865101,-0.0016843244191438456,0.36944744406935126,-0.0006433962171589203,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
89,fixed_lr_6e-6,6e-06,0.36510881937833956,0.0006427913310934619,0.36563796858549447,0.0005291492071548554,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
89,fixed_lr_7p5e-6,7.5e-06,0.36684884791848643,3.433019713505736e-07,0.3670610560346658,0.00021220811617939095,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
89,fixed_lr_9e-6,9e-06,0.36490518532568567,0.0010640407915650796,0.3653975208099064,0.000492335484220674,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
89,fixed_lr_10p5e-6,1.05e-05,0.3668298997054937,-0.002089345666831166,0.36623108502824486,-0.0005988146772488712,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
89,fixed_lr_12e-6,1.2e-05,0.3674945676899984,0.0006156287430786334,0.3676426661243518,0.00014809843435348302,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
89,fixed_lr_14e-6,1.4e-05,0.36702463541082336,-0.0011727052229834056,0.36688747661449694,-0.0001371587963263643,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
90,fixed_lr_3e-6,3e-06,0.3768731276275307,0.0004737603785623379,0.37711797944063574,0.00024485181310507365,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
90,fixed_lr_4p5e-6,4.5e-06,0.369744156903415,0.0003466833830951255,0.36959580048638313,-0.00014835641703186964,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
90,fixed_lr_6e-6,6e-06,0.3676816335666166,-0.0025728141882770394,0.36665980107605556,-0.001021832490561092,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
90,fixed_lr_7p5e-6,7.5e-06,0.36635960461162376,0.0004892433068626745,0.3667103303231448,0.00035072571152100496,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
90,fixed_lr_9e-6,9e-06,0.36460840467896666,0.00029678064671900817,0.36500296274443655,0.00039455806546984107,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
90,fixed_lr_10p5e-6,1.05e-05,0.3668298997054937,0.0,0.3665304923668693,-0.0002994073386244356,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
90,fixed_lr_12e-6,1.2e-05,0.36764388036464424,-0.00014931267464585174,0.367643273244498,-6.071201462121145e-07,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
90,fixed_lr_14e-6,1.4e-05,0.3666489984655035,0.00037563694531989045,0.3667682375400002,0.00011923907449673532,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
91,fixed_lr_3e-6,3e-06,0.37703150691285603,-0.0001583792853253052,0.3770747431767459,4.323626388985646e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
91,fixed_lr_4p5e-6,4.5e-06,0.3689587190100286,0.0007854378933864203,0.36927725974820585,0.00031854073817727535,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
91,fixed_lr_6e-6,6e-06,0.36781348176876844,-0.0001318482021518408,0.36723664142241197,-0.0005768403463564109,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
91,fixed_lr_7p5e-6,7.5e-06,0.3659880855130006,0.000371519098623152,0.3663492079180727,0.000361122405072134,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
91,fixed_lr_9e-6,9e-06,0.36584833023326846,-0.0012399255543018017,0.3654256464888525,-0.0004226837444159526,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
91,fixed_lr_10p5e-6,1.05e-05,0.3675901191951947,-0.0007602194897010084,0.367060305781032,-0.0005298134141626942,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
91,fixed_lr_12e-6,1.2e-05,0.36818351362533086,-0.0005396332606866228,0.36791339343491447,-0.0002701201904164452,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
91,fixed_lr_14e-6,1.4e-05,0.3672009392349827,-0.0005519407694792311,0.3669845883874915,-0.00021635084749127564,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
92,fixed_lr_3e-6,3e-06,0.37606344527984364,0.0009680616330123848,0.37656909422829477,0.0005056489484511206,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
92,fixed_lr_4p5e-6,4.5e-06,0.36932797122351335,-0.000369252213484772,0.36930261548585963,-2.5355737653776078e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
92,fixed_lr_6e-6,6e-06,0.3678403917835971,-2.6910014828684936e-05,0.3675385166030045,-0.0003018751805925479,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
92,fixed_lr_7p5e-6,7.5e-06,0.366714094036006,-0.000726008523005417,0.3665316509770393,-0.00018244305896664148,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
92,fixed_lr_9e-6,9e-06,0.3652892864130494,0.0005590438202190406,0.36535746645095096,6.818003790154403e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
92,fixed_lr_10p5e-6,1.05e-05,0.36685593172199626,0.0007341874731984221,0.36695811875151413,0.00010218702951786396,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
92,fixed_lr_12e-6,1.2e-05,0.36826974863192874,-8.623500659787897e-05,0.3680915710334216,-0.00017817759850713433,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
92,fixed_lr_14e-6,1.4e-05,0.36670078680975615,0.0005001524252265521,0.3668426875986238,0.000141900788867666,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
93,fixed_lr_3e-6,3e-06,0.3757377636818611,0.00032568159798251894,0.376153428955078,0.00041566527321679203,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
93,fixed_lr_4p5e-6,4.5e-06,0.3673493432383913,0.00197862798512205,0.36832597936212547,0.0009766361237341648,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
93,fixed_lr_6e-6,6e-06,0.36818863316242373,-0.0003482413788266081,0.36786357488271415,-0.0003250582797096335,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
93,fixed_lr_7p5e-6,7.5e-06,0.36544853189140186,0.0012655621446041598,0.36599009143422057,0.0005415595428187592,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
93,fixed_lr_9e-6,9e-06,0.3652703653039686,1.892110908080502e-05,0.36531391587745976,4.355057349120228e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
93,fixed_lr_10p5e-6,1.05e-05,0.3687466693098022,-0.0018907375878059463,0.36785239403065817,-0.0008942752791440411,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
93,fixed_lr_12e-6,1.2e-05,0.3680399676732862,0.00022978095864256698,0.3680657693533539,2.5801680067716326e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
93,fixed_lr_14e-6,1.4e-05,0.36577713798641714,0.0009236488233390072,0.36630991279252045,0.0005327748061033644,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
94,fixed_lr_3e-6,3e-06,0.3751147498031121,0.0006230138787490236,0.37563408937909504,0.0005193395759829356,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
94,fixed_lr_4p5e-6,4.5e-06,0.36716411677544747,0.00018522646294383271,0.3677450480687865,0.000580931293338971,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
94,fixed_lr_6e-6,6e-06,0.3680163126781797,0.00017232048424403734,0.3679399437804469,-7.636889773277034e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
94,fixed_lr_7p5e-6,7.5e-06,0.36624548039610405,-0.0007969485047021885,0.3661177859151623,-0.0001276944809417424,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
94,fixed_lr_9e-6,9e-06,0.36464504670253606,0.0006253186014325562,0.3649794812899979,0.0003344345874618515,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
94,fixed_lr_10p5e-6,1.05e-05,0.36941958415765613,-0.0006729148478539226,0.3686359890941572,-0.0007835950634990096,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
94,fixed_lr_12e-6,1.2e-05,0.3669616412870165,0.0010783263862696457,0.36751370532018524,0.0005520640331686533,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
94,fixed_lr_14e-6,1.4e-05,0.36559965119678206,0.00017748678963508402,0.36595478199465126,0.00035513079786919644,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
95,fixed_lr_3e-6,3e-06,0.376554927054307,-0.0014401772511948852,0.376094508216701,-0.00046041883760594704,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
95,fixed_lr_4p5e-6,4.5e-06,0.3671007036045038,6.341317094366028e-05,0.3674228758366451,0.00032217223214137114,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
95,fixed_lr_6e-6,6e-06,0.3680218646297957,-5.55195161600075e-06,0.3679809042051213,-4.096042467438554e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
95,fixed_lr_7p5e-6,7.5e-06,0.36644755554161673,-0.00020207514551268124,0.3662826707283895,-0.00016488481322718407,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
95,fixed_lr_9e-6,9e-06,0.36416851837838665,0.0004765283241494056,0.36457399983419225,0.0004054814558056563,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
95,fixed_lr_10p5e-6,1.05e-05,0.3687213991053572,0.0006981850522989608,0.3686786940997572,-4.270500559999668e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
95,fixed_lr_12e-6,1.2e-05,0.36760507511899837,-0.0006434338319818433,0.36755939021959183,-4.5684899406595036e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
95,fixed_lr_14e-6,1.4e-05,0.36634865993321475,-0.0007490087364326881,0.366151720963933,-0.0001969389692817458,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
